Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
31/10/2019,"THE OLD SCHOOLHOUSE, BALLINACARRIG, TARA HILL",,Wexford,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2019,"7 OAKLEIGH ROTATH VILLAGE, RATOATH, MEATH",,Meath,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2020,"33 ABBEY VIEW, ADARE, LIMERICK",,Limerick,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"9 SANDYCOVE PHASE 1, BALLYMONEY, GOREY",,Wexford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"99 BURRIN MANOR, TULLOW RD, CARLOW",,Carlow,"€45,800.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2016,"unit 11 Hampton Gardens Drive, Balbriggan, County Dublin",,Dublin,"€180,616.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/01/2015,"1 IONA PLACE, MAYFIELD, CORK",,Cork,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"21 TOBAIR BRIDE, BRANDONDALE, GRAIGUENAMANAGH",,Kilkenny,"€57,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"9 Kent Road, Ballyphehane",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2015,"PARK, KNOCKLOFTY, CLONMEL",,Tipperary,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"MOMONEY, CARRICKMACROSS, MONAGHAN",,Monaghan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2021,"CARRIG MHOR, FORTH MOUNTAIN, WEXFORD",,Wexford,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2016,"LISIEUX, THE WILLOWS, BEAUFORT PLACE",,Meath,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"BALLINTOURIG, CURROW, CO KERRY",,Kerry,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2016,"30 LEOPARDSTOWN GROVE, BLACKROCK, DUBLIN 18",,Dublin,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2018,"12 MILLBOURNE HALL, ASHBOURNE, MEATH",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"4 GOLDSMITH ST, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"BALLYGAHAN, AVOCA, CO WICKLOW",,Wicklow,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2019,"3 THE CRESCENT, ROS MOR, KILMALLOCK ROAD",,Limerick,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2013,"39 Forest Park, Courtown, Gorey",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2011,"56 The Meadows, Enniscrone",,Sligo,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2016,"CARRON, CASHEL, CO TIPPERARY",,Tipperary,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2019,"No. 28 Hillbank, Bellingsfield, Kilcullen Road",,Kildare,"€356,828.19",No,Yes,New Dwelling house /Apartment,
23/03/2016,"A20 SPANISH COVE, KILKEE, CO. CLARE",,Clare,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2015,"23 STRAND PALACE, YOUGHAL, CORK",,Cork,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2015,"80 ATLUMNEY CASTLE, NAVAN, MEATH",,Meath,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2020,"9 ASHFIELD GREEN, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"13 Wilkins View, Greenhills, Dublin 12",Dublin 12,Dublin,"€405,286.34",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/02/2016,"50 RHEBOGUE MEADOWS, DUBLIN RD, LIMERICK",,Limerick,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"44 ASHTOWN GROVE, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"46 ARD NA VEIGH, SLIGO, SLIGO",,Sligo,"€203,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2015,"16 RINN LIA, OLD BALLYBRIT RD, BALLYBRIT",,Galway,"€45,600.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2014,"THE MEWS, 114 BAGGOT ST, DUBLIN 2",Dublin 15,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2012,"Ballinrea South, Carrigaline",,Cork,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"Apartment 120  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/02/2016,"4 EDWARD PLACE, EDWARD SQ, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,"€732,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2016,"KYLEMORE HOUSE, DUBLIN RD, SWORDS",,Dublin,"€835,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2011,"fisherstown, clondra",,Longford,"€13,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2016,"DRIMNAVEE PPR, WOODFORD, CO GALWAY",,Galway,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2017,"Apartment 25 The Harbour, Canalside, Athy",,Kildare,"€46,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/08/2017,"BATTERFIELD, FIRIES, KILLARNEY",,Kerry,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2010,"46 St. Annes Avenue, Raheny",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2014,"4 BLAKES GLEN, CURRACLOE VILLAGE, WEXFORD",,Wexford,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2017,"37 THE SQUARE, LARCHILL, SANTRY DUBLIN 9",Dublin 17,Dublin,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"21 CUL NA GREINE, BANTRY, CORK",,Cork,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2014,"Cork Road, Newport",,Tipperary,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2015,"BALLYKILLTY, KILLEAGH, CORK",,Cork,"€188,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"39 FERNLEIGH DR, RIVERWOOD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2013,"53 COLLEGE GATE, CASTLEKNOCK",,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2016,"29 WOODFIELD, BALLIVOR, MEATH",,Meath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2019,"15 Coopers Grange, Old Quarter, Ballincollig",,Cork,"€361,233.00",No,Yes,New Dwelling house /Apartment,
18/11/2020,"HODGEI, MOUNTARMSTRONG, DONADEA",,Kildare,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2021,"48 The Printworks, Adelaide Villas, Lower Dargle Road",,Wicklow,"€295,000.00",No,Yes,New Dwelling house /Apartment,
25/06/2021,"CARNAGH EAST, KILTOOM, ATHLONE",,Roscommon,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2021,"12 HARBOUR VIEW, CROFTON RD, DUBLIN",Dublin 13,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2016,"83 BELVEDERE HILLS, MULLINGAR, WESTMEATH",,Westmeath,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"14 SHANTOBAR, BALLINALEE, LONGFORD",,Longford,"€115,100.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2014,"Kellysheight, Castlegregory",,Kerry,"€155,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/08/2018,"BOHERCROWE, LIMERICK RD, TIPPERARY",,Tipperary,"€224,250.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"1 BROMLEY CRESCENT, ARDKEEN VILLAGE, WATERFORD",,Waterford,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"HIGHFIELD, BALLYMOAT, DUNHILL",,Waterford,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2014,"14 THE MAPLES, HAZELHILL, BALLYHAUNIS",,Mayo,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"21 TIRCROGHAN, KINNEGAD, WEST MEATH",,Westmeath,"€216,878.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"APT 113 THE FALCON, JACOBS ISLAND, BALLINURE",,Cork,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2010,"17 Stratton Walk, Adamstown Square, Adamstown",,Dublin,"€199,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/12/2019,"7 GRIFFITH PLACE, WATERFORD",,Waterford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"3 Barnwell Woods, Hansfield",Dublin 15,Dublin,"€330,395.61",No,Yes,New Dwelling house /Apartment,
29/11/2017,"24 SHAMROCK AVE, DOUGLAS, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2020,"57 MOUNTFIELD, TRAMORE",,Waterford,"€216,520.00",No,Yes,New Dwelling house /Apartment,
01/02/2019,"6 CHURCH VIEW, LAHARDANE, BALLINA",,Mayo,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2018,"11 BENMORE AVENUE, BALLYDUFF, TRALEE",,Kerry,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"CARRIGAN, BALLYCONNELL, CO CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2021,"8 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2013,"Site 4  Broadfield Lawns, Broadfield Manor, Rathcoole",,Dublin,"€279,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/07/2011,"Curragh Cottage, Skibbereen",,Cork,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2019,"39 DARTY PARK, COOTEHILL, CO CAVAN",,Cavan,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"Apt 152 Charlestown Centre, Charlestown Place, St Margaret's Road  Finglas",Dublin 11,Dublin,"€194,086.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"41 BOTHAR GLAS, BALLYCONNELL, CO CAVAN",,Cavan,"€21,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2014,"6 ROCHFORD HOUSE, DEAN COURT, PATRICK ST",Dublin 8,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2018,"CRANNA, CAHIR, TIPPERARY",,Tipperary,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2021,"8L WILLANS WAY, ONGAR SQ, CLONEE DUBLIN 15",Dublin 15,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2018,"8 The Lawn, Janeville, Cork Road",,Cork,"€281,938.33",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2013,"47 Bloomfields, Clonard",,Wexford,"€141,800.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2016,"23 SHANGLAS RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€337,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2021,"47 ELM PARK, BALLYMAGAN, BUNCRANA",,Donegal,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2020,"MARTRAMANE, CASTLEGREGORY, KERRY",,Kerry,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2012,"Barnacrow, Milltown, Newbridge",,Kildare,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2014,"23 ST JAMES AVE, BALLYBOUGH, DUBLIN 3",Dublin 3,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2014,"52 Friars Hill, Graiguenamanagh",,Kilkenny,"€99,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2015,"82 PALMBURY, TOGHER, CORK",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Apt 39 Block F, Milner's Square, Santry",,Dublin,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/01/2015,"113 TRAMYARD, SPA RD, DUBLIN 8",Dublin 8,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2016,"47 MILLENIUM TOWER, CHARLOTTE QUAY DOCK, RINGSEND RD DUBLIN 4",Dublin 4,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"NO 7 ORANVALE, BOG ROAD, ORANMORE",,Galway,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2011,"69 Grian Ard, Ardnacassa, Longford",,Longford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2019,"36 TURNBERRY SQ, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"DRUMBARON, ARDARA",,Donegal,"€100,000.00",No,No,New Dwelling house /Apartment,greater than 125 sq metres
08/09/2017,"106 CEDAR HOUSE, MESPIL HOUSE FLATS, DUBLIN 2",Dublin 4,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2014,"23 Castleway, Kinsealy Lane, Malahide",,Dublin,"€598,678.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2021,"RAECASLAGH, BROSNA, KERRY",,Kerry,"€66,725.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"WOODPARK, CASTELCONNELL, LIMERICK",,Limerick,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2012,"148 Carlton Court, Swords",,Dublin,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2015,"9 TUBBERMORE RD, DALKEY, DUBLIN",,Dublin,"€935,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2016,"37 PINEWOOD DRIVE, GLASNEVIN, DUBLIN 11",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2015,"2 BEECHGROVE, ATHBOY, MEATH",,Meath,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2017,"APT 3, COURTHOUSE SQ, MAYNOOTH",,Kildare,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2011,"6 St. Brendan's Terrace, Library Road, Dun Laoghaire",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2014,"7 FITZROY AVE, DRUMCONDRA, DUBLIN 3",Dublin 3,Dublin,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
02/07/2012,"Newtown, Gort",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2021,"APT 1, 109 PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/08/2012,"23 OAK VIEW, MOUNTMELLICK",,Laois,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2019,"19 BURFORD DRIVE, HONEYPARK, DUN LAOGHAIRE",,Dublin,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"APT 1, 8 BATH TERRACE, MOVILLE",,Donegal,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"84 PRIMROSE HILL, TOWER, BLARNEY",,Cork,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2014,"62 ORCHARDSTOWN DR, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2018,"ARDRAHAN, ARDFERT, KERRY",,Kerry,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2012,"13 St. Anthony's Terrace, Bohermore, Galway",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"50 TOWN PARKS, SKERRIES, DUBLIN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"12 Parkview Grove, Parkview  Poppintree, Ballymun",Dublin 11,Dublin,"€86,123.35",No,Yes,New Dwelling house /Apartment,
08/04/2011,"Corgreagh, Tullyvin, Cootehill",,Cavan,"€30,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/02/2020,"5 CONNOLLY ST, SLIGO, SLIGO",,Sligo,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2013,"Rooftop Apartments 1-2-3-4-5 and 6, Multi-Storey Car Park, 49-56 Fleet Street",Dublin 2,Dublin,"€1,280,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2018,"GRAIGUE HOUSE, SHANBALLYMORE, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2017,"41 CHRISTCHURCH VIEW, CHRISTCHURCH, DUBLIN 8",Dublin 15,Dublin,"€334,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2011,"Apt 6  Adelphi House, Upper Georges Street",,Dublin,"€226,431.72",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2019,"51 MEADOW PARK, WESTPORT RD, CASTLEBAR",,Mayo,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2014,"160 THE RISE, BELGARD HEIGHTS, DUBLIN 24",Dublin 24,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2015,"44 NORTH STREET, SWORDS, CO. DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"MEDLICOTT STREET, NEWPORT, CO. MAYO",,Mayo,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"20 The Willows, Ballinahinch Wood, Ashford",,Wicklow,"€209,481.58",No,Yes,New Dwelling house /Apartment,
09/04/2013,"8 College Green, Claremorris",,Mayo,"€158,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/05/2019,"55 THREADNEEDLE ROAD, SALTHILL, COUNTY GALWAY",,Galway,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"KEDRAH, CAHIR, CO TIPPERARY",,Tipperary,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2016,"25 DAYLSFORT RD, SALTHILL, GALWAY CITY",,Galway,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"51 WESTON MEADOW LUCAN, DUBLIN",,Dublin,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2015,"GLENAAN, WYNDHAM PARK, BRAY",,Wicklow,"€476,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"Hook House, Chapel Road, Dungannon",,Wexford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2019,"97 SHANDON PARK, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€588,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2018,"51 THE OAKS, HERBERT PARK LANE, BALLSBRIDGE",Dublin 4,Dublin,"€845,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"BALLINAMONA, NORWOOD, NENAGH",,Tipperary,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2010,"Rossleighan, Portlaoise",,Laois,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2018,"COIS CLADAIGH, KILMORE QUAY, CO WEXFORD",,Wexford,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2019,"33 ANNALEE MANOR, BALLYHAISE, CAVAN",,Cavan,"€134,250.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"Apartment 405 The Oak, Trimbleston, Goatstown Road",Dublin 14,Dublin,"€365,638.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2020,"5 DERAVOY, EMYVALE, CO MONAGHAN",,Monaghan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2012,"42 Beechwood Avenue, Lower, Ranelagh",,Dublin,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2019,"224 MOYVILLE ESTATE, BALLYBODEN ROAD, RATHFARNHAM",Dublin 16,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2020,"25 Willow Green, Dunshaughlin",,Meath,"€288,546.26",No,Yes,New Dwelling house /Apartment,
14/05/2014,"32 ROSEDALE CRESCENT, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€99,950.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2019,"KNOCKACULLIG NORTH, KILCUMMIN, KILLARNEY",,Kerry,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2018,"20 BELVEDERE GROVE, PADDY BROWN'S ROAD, WATERFORD CITY",,Waterford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"REINAGOSHEL, NEWMARKET, CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"13 CARNA RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2019,"CRADLEY, BOGGANSTOWN UPPER, DRINAGH",,Wexford,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"307 HARBOUR COURT, SLIGO, SLIGO",,Sligo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2016,"11 BEECHMOUNT, KILCONNY, BELTURBET",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2015,"UPPER CREAVERY, RATHMULLAN, CO DONEGAL",,Donegal,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2020,"BOYOUGHTER, DOOCHARY, DONEGAL",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2020,"17 ST RUTHS PK, ATHLONE, WESTMEATH",,Westmeath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2018,"28 Parkside Crescent, Malahide Road, Balgriffin",,Dublin,"€299,559.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/08/2018,"10 CASTLECOVE, COLLOONEY, SLIGO",,Sligo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2015,"1 THE COTTAGES, LARAGH VILLAGE, GLENDALOUGH",,Wicklow,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2019,"715 BROOKFIELD HALL, CASTLETROY, LIMERICK",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2011,"54 Ravenswood, Cregg, Carrick-on-Suir",,Tipperary,"€105,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/11/2018,"RIVERSIDE, CASTLE ROAD, BLACKROCK",,Cork,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2014,"10 THE HALL, CURRAGH GRANGE, NEWBRIDGE",,Kildare,"€249,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"19 WESTMORELAND PARK, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"33 GLACK, LONGFORD, LONGFORD",,Longford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"CASTLEGREY, PALLASKENRY, LIMERICK",,Limerick,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2010,"23 marion square, kilkee",,Clare,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
